Zona;Sede;Año;Mes;Ingresos;Costos;Ut_Bruta;Ut_Operativa;Empl_Operativo;Hrs_Reales;Hrs_Posibles;Nivel_rentab
Zona Bogota;Bogota Calle 13;2022;jul;652737798;313888782;338849016;107130824;32;3164;4410;Baja
Zona Bogota;Bogota Calle 13;2022;ago;610221391;286688795;323532596;98310388;33;3090;4410;Baja
Zona Bogota;Bogota Calle 13;2022;sep;615791879;294544043;321247836;85836840;30;3212;4410;Baja
Zona Bogota;Bogota Calle 13;2022;oct;485631160;268790911;216840249;3024914;28;2493;4250;Perdida
Zona Bogota;Bogota Calle 13;2022;nov;619027891;300506009;318521882;68794312;26;2919;4250;Baja
Zona Bogota;Bogota Calle 13;2022;dic;709616194;310480319;399135875;161189140;29;3383;4250;Media
Zona Bogota;Bogota Calle 13;2023;ene;549910526;257519676;292390850;58021283;30;2563;4250;Baja
Zona Bogota;Bogota Calle 13;2023;feb;482424665;267852266;214572399;-54017641;29;2225;4250;Perdida
Zona Bogota;Bogota Calle 13;2023;mar;555252767;293765872;261486895;-32058661;29;2447;4090;Perdida
Zona Bogota;Bogota Calle 13;2023;abr;534509096;299714949;234794147;-91346707;27;2215;3930;Perdida
Zona Bogota;Bogota Calle 13;2023;may;636242763;326567475;309675288;56958754;27;2855;3930;Baja
Zona Bogota;Bogota Calle 13;2023;jun;616153948;317596715;298557233;-22153289;25;2456;3770;Perdida
Zona Bogota;Bogota Calle 13;2023;jul;572278057;322436907;249841150;-32966551;28;2385;4230;Perdida
Zona Bogota;Bogota Calle 13;2023;ago;648026973;226534312;421492661;59585862;28;2816;4230;Baja
Zona Bogota;Bogota Calle 13;2023;sep;607767163;243798955;363968208;136083793;29;2823;4070;Media
Zona Bogota;Bogota Calle 13;2023;oct;567777622;330338362;237439260;-19529019;29;2458;4230;Perdida
Zona Bogota;Bogota Calle 13;2023;nov;684431572;357437722;326993850;149319691;28;2928;4070;Baja
Zona Bogota;Bogota Calle 13;2023;dic;570883505;395472859;175410646;-25859574;27;3106;3910;Perdida
Zona Bogota;Bogota Calle 13;2024;ene;580535591;295989201;284546390;6199033;27;2373;3750;Baja
Zona Bogota;Bogota Calle 13;2024;feb;594370184;322580488;271789696;-97261350;29;2517;4070;Perdida
Zona Bogota;Bogota Calle 13;2024;mar;550169838;330464486;219705352;-34882946;29;2186;4070;Perdida
Zona Bogota;Bogota Calle 13;2024;abr;657020655;350087803;306932852;138110740;29;2544;4070;Baja
Zona Bogota;Bogota Calle 13;2024;may;693700524;352959940;340740584;43295317;29;2883;4070;Baja
Zona Bogota;Bogota Calle 13;2024;jun;632230522;342274073;289956449;56657422;29;2538;4230;Baja
Zona Bogota;Bogota Calle 13;2024;jul;663029832;350519743;312510089;56384689;29;2702;4230;Baja
Zona Bogota;Bogota Calle 13;2024;ago;675908094;366582294;309325800;70184738;29;2639;4230;Baja
Zona Bogota;Bogota Calle 13;2024;sep;643737779;332983407;310754372;54837021;28;2394;4070;Baja
Zona Bogota;Bogota Calle 13;2024;oct;718268408;332725677;385542731;170655363;26;2776;3910;Media
Zona Bogota;Bogota Calle 13;2024;nov;837252987;404244074;433008913;170432310;27;3310;3910;Baja
Zona Bogota;Bogota Calle 13;2024;dic;780448736;344307695;436141041;114319723;26;2739;3750;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;ene;136909856;55768531;81141325;10461909;7;1517;1200;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;feb;137511387;53559505;83951882;24975049;7;1339;1200;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;mar;145517713;72639887;72877826;8331494;8;1408;1360;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;abr;107914795;64824214;43090581;-17893772;8;1146;1360;Perdida
Zona Bogota;Bogota Calle 13 Colision;2021;may;124619951;69425186;55194765;-6755767;8;1208;1360;Perdida
Zona Bogota;Bogota Calle 13 Colision;2021;jun;130762273;78532496;52229777;-16205047;8;1335;1360;Perdida
Zona Bogota;Bogota Calle 13 Colision;2021;jul;175323866;84949063;90374803;28331425;8;1797;1360;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;ago;165298745;81437920;83860825;24951534;9;1678;1560;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;sep;177600232;85273888;92326344;24217547;9;1712;1560;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;oct;175678489;81556900;94121589;20537010;9;1835;1560;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;nov;161104190;91821590;69282600;2279795;9;1679;1560;Baja
Zona Bogota;Bogota Calle 13 Colision;2021;dic;200796534;94272000;106524534;33695174;9;1960;1560;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;ene;182442842;91734080;90708762;31577241;8;2016;1360;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;feb;194558477;82998650;111559827;53306030;8;1945;1360;Media
Zona Bogota;Bogota Calle 13 Colision;2022;mar;172219576;81175751;91043825;35200780;8;1840;1360;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;abr;139000186;91800672;47199514;-1923971;11;1336;1880;Perdida
Zona Bogota;Bogota Calle 13 Colision;2022;may;176613108;99616577;76996531;19117087;11;1775;1880;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;jun;138924297;82019584;56904713;7873526;11;1391;1880;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;jul;179005026;97046871;81958155;28042973;9;1682;1520;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;ago;168463993;91307137;77156856;25702468;9;1607;1520;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;sep;203213559;113979786;89233773;31653454;9;1968;1520;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;oct;164870592;84108156;80762436;-2706710;9;1513;1520;Perdida
Zona Bogota;Bogota Calle 13 Colision;2022;nov;136293533;58266735;78026798;20412239;9;1186;1520;Baja
Zona Bogota;Bogota Calle 13 Colision;2022;dic;168846113;129933831;38912282;-15947091;14;1321;2360;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;ene;169493981;94138748;75355233;-3608918;14;1598;2360;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;feb;180692846;122795057;57897789;-10544602;14;1692;2360;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;mar;181983714;117388428;64595286;-11162447;13;1568;2160;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;abr;134555983;133204772;1351211;-73636478;12;1157;1960;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;may;175385231;105865315;69519916;1653034;12;1517;1960;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;jun;196914355;130116718;66797637;-6905271;12;1589;1960;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;jul;181429110;99184329;82244781;3775661;12;1664;1960;Baja
Zona Bogota;Bogota Calle 13 Colision;2023;ago;158128961;91112211;67016750;-2051510;11;1386;1840;Perdida
Zona Bogota;Bogota Calle 13 Colision;2023;sep;152034701;80181381;71853320;9220707;11;1321;1840;Baja
Zona Bogota;Bogota Calle 13 Colision;2023;oct;168989677;95479581;73510096;8446622;10;1562;1680;Baja
Zona Bogota;Bogota Calle 13 Colision;2023;nov;181274477;87003529;94270948;26122369;10;1683;1680;Baja
Zona Bogota;Bogota Calle 13 Colision;2023;dic;204861133;81512406;123348727;60130448;10;1484;1680;Media
Zona Bogota;Bogota Calle 13 Colision;2024;ene;172499688;109552235;62947453;-18329868;10;1660;1680;Perdida
Zona Bogota;Bogota Calle 13 Colision;2024;feb;143736965;79032295;64704670;667291;10;1270;1680;Perdida
Zona Bogota;Bogota Calle 13 Colision;2024;mar;200535898;110612699;89923199;9219269;10;1673;1680;Baja
Zona Bogota;Bogota Calle 13 Colision;2024;abr;181903556;99640434;82263122;6300342;9;1440;1480;Baja
Zona Bogota;Bogota Calle 13 Colision;2024;may;126677291;97627035;29050256;-46608947;9;1167;1480;Perdida
Zona Bogota;Bogota Calle 13 Colision;2024;jun;143496059;74068940;69427119;-7834003;9;1231;1480;Perdida
Zona Bogota;Bogota Calle 13 Colision;2024;jul;136522305;114680360;21841945;-35602789;9;1134;1480;Perdida
Zona Bogota;Bogota Calle 13 Colision;2024;ago;199825493;120183282;79642211;14008431;9;1818;1480;Baja
Zona Bogota;Bogota Calle 13 Colision;2024;sep;209404662;116278152;93126510;33250736;9;1750;1560;Baja
Zona Bogota;Bogota Calle 13 Colision;2024;oct;214773697;94929083;119844614;59253245;8;1802;1400;Media
Zona Bogota;Bogota Calle 13 Colision;2024;nov;232721867;110046394;122675473;53291478;8;1917;1400;Media
Zona Bogota;Bogota Calle 13 Colision;2024;dic;182775509;107727749;75047760;1898622;8;1406;1400;Baja
Zona Bogota;Bogota Calle 153;2021;ene;99074629;62635425;36439204;-54503277;10;570;1640;Perdida
Zona Bogota;Bogota Calle 153;2021;feb;185501307;84691484;100809823;44894926;10;1067;1640;Media
Zona Bogota;Bogota Calle 153;2021;mar;198100930;89535208;108565722;32805962;10;1077;1640;Baja
Zona Bogota;Bogota Calle 153;2021;abr;122432068;73251776;49180292;-48928423;10;679;1640;Perdida
Zona Bogota;Bogota Calle 153;2021;may;164960154;83849621;81110533;-15350886;10;888;1640;Perdida
Zona Bogota;Bogota Calle 153;2021;jun;189472513;91879492;97593021;-2190032;10;1086;1640;Perdida
Zona Bogota;Bogota Calle 153;2021;jul;202784464;100474393;102310071;4284504;11;1028;1640;Baja
Zona Bogota;Bogota Calle 153;2021;ago;232413645;103807324;128606321;24938370;11;1218;1640;Baja
Zona Bogota;Bogota Calle 153;2021;sep;232006041;105810004;126196037;15829274;11;1269;1640;Baja
Zona Bogota;Bogota Calle 153;2021;oct;228249314;111711496;116537818;-17645915;11;1202;1640;Perdida
Zona Bogota;Bogota Calle 153;2021;nov;226208155;106151488;120056667;24872870;11;1130;1640;Baja
Zona Bogota;Bogota Calle 153;2021;dic;284951544;107877963;177073581;60107521;11;1513;1640;Baja
Zona Bogota;Bogota Calle 153;2022;ene;245050555;106926531;138124024;43364630;11;1273;1640;Baja
Zona Bogota;Bogota Calle 153;2022;feb;213066832;98701164;114365668;14151523;10;1146;1640;Baja
Zona Bogota;Bogota Calle 153;2022;mar;213020635;99024819;113995816;9694148;10;1116;1640;Baja
Zona Bogota;Bogota Calle 153;2022;abr;228056759;109967507;118089252;11644908;10;1090;1640;Baja
Zona Bogota;Bogota Calle 153;2022;may;214712317;103278821;111433496;2831235;10;1103;1640;Baja
Zona Bogota;Bogota Calle 153;2022;jun;208998197;94601480;114396717;3631537;10;1126;1640;Baja
Zona Bogota;Bogota Calle 153;2022;jul;245343578;119201468;126142110;14252289;11;1229;1640;Baja
Zona Bogota;Bogota Calle 153;2022;ago;244851682;103083765;141767917;36034795;11;1277;1640;Baja
Zona Bogota;Bogota Calle 153;2022;sep;242360697;96187794;146172903;36936841;10;1243;1440;Baja
Zona Bogota;Bogota Calle 153;2022;oct;241198798;101427182;139771616;14869335;10;1196;1440;Baja
Zona Bogota;Bogota Calle 153;2022;nov;219934005;88374911;131559094;230839;8;1216;1280;Perdida
Zona Bogota;Bogota Calle 153;2022;dic;264227777;102699546;161528231;12311349;10;1289;1440;Baja
Zona Bogota;Bogota Calle 153;2023;ene;197185816;89968748;107217068;-6013672;10;952;1440;Perdida
Zona Bogota;Bogota Calle 153;2023;feb;223258417;90472237;132786180;45804508;11;1106;1600;Baja
Zona Bogota;Bogota Calle 153;2023;mar;246351898;112068160;134283738;13349343;10;1110;1440;Baja
Zona Bogota;Bogota Calle 153;2023;abr;236398946;100349854;136049092;29808855;11;1068;1600;Baja
Zona Bogota;Bogota Calle 153;2023;may;216217821;105179906;111037915;63487;11;982;1600;Perdida
Zona Bogota;Bogota Calle 153;2023;jun;233149318;110795275;122354043;-13417720;10;979;1440;Perdida
Zona Bogota;Bogota Calle 153;2023;jul;236283341;108081163;128202178;11496632;10;1068;1440;Baja
Zona Bogota;Bogota Calle 153;2023;ago;246400603;107634991;138765612;2427523;9;1097;1280;Perdida
Zona Bogota;Bogota Calle 153;2023;sep;186155967;85460047;100695920;-6140672;8;801;1120;Perdida
Zona Bogota;Bogota Calle 153;2023;oct;219973131;109407581;110565550;-42514802;6;908;960;Perdida
Zona Bogota;Bogota Calle 153;2023;nov;211600060;93872286;117727774;-14311417;6;895;960;Perdida
Zona Bogota;Bogota Calle 153;2023;dic;309806277;108492585;201313692;51259135;6;1133;960;Baja
Zona Bogota;Bogota Calle 153;2024;ene;231189600;98385979;132803621;3316787;7;1020;1120;Baja
Zona Bogota;Bogota Calle 153;2024;feb;232230696;94031911;138198785;828259;8;969;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;mar;225702234;105213383;120488851;-28118051;8;961;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;abr;244969088;110862783;134106305;-7620718;8;946;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;may;255571367;115102972;140468395;-2250473;8;1009;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;jun;212106882;101982847;110124035;-112878104;8;806;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;jul;248900031;106024870;142875161;-25092655;8;988;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;ago;241507351;110146540;131360811;-69744231;8;954;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;sep;229378226;102439203;126939023;-20439713;8;909;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;oct;278797076;102225980;176571096;27062214;8;1162;1280;Baja
Zona Bogota;Bogota Calle 153;2024;nov;248861031;98674836;150186195;-24401685;8;1079;1280;Perdida
Zona Bogota;Bogota Calle 153;2024;dic;384344093;153018206;231325887;65994694;8;1442;1280;Baja
Zona Bogota;Bogota Ciudad Salitre;2021;ene;130343363;72703546;57639817;-54141150;14;884;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;feb;215744083;114387727;101356356;-23332091;14;1322;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;mar;222445061;104383589;118061472;-933310;15;1389;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;abr;131183651;88968197;42215454;-188729105;15;836;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;may;152257193;90814669;61442524;-41218790;15;1055;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;jun;206231268;111878333;94352935;-8924597;14;1304;1960;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;jul;255302523;124026727;131275796;17208131;15;1620;1960;Baja
Zona Bogota;Bogota Ciudad Salitre;2021;ago;239852581;123765943;116086638;5196164;15;1473;1960;Baja
Zona Bogota;Bogota Ciudad Salitre;2021;sep;249569616;125359862;124209754;9156034;15;1481;2120;Baja
Zona Bogota;Bogota Ciudad Salitre;2021;oct;239514861;124062248;115452613;-2783277;15;1323;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2021;nov;272643366;129341470;143301896;41377428;15;1486;2120;Baja
Zona Bogota;Bogota Ciudad Salitre;2021;dic;318455817;156962768;161493049;38235839;15;1810;2120;Baja
Zona Bogota;Bogota Ciudad Salitre;2022;ene;206276850;105307681;100969169;-14326689;15;1204;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2022;feb;186073141;106806105;79267036;-58468152;13;1078;1760;Perdida
Zona Bogota;Bogota Ciudad Salitre;2022;mar;239960781;114971893;124988888;9516250;13;1256;1760;Baja
Zona Bogota;Bogota Ciudad Salitre;2022;abr;262602647;125554059;137048588;17892616;13;1356;1960;Baja
Zona Bogota;Bogota Ciudad Salitre;2022;may;274508593;122946582;151562011;16901198;13;1355;1960;Baja
Zona Bogota;Bogota Ciudad Salitre;2022;jun;242577251;134733148;107844103;-19192525;13;1266;1960;Perdida
Zona Bogota;Bogota Ciudad Salitre;2022;jul;278263640;134471457;143792183;2249675;14;1426;2120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2022;ago;256490504;124474770;132015734;5948860;14;1308;2120;Baja
Zona Bogota;Bogota Ciudad Salitre;2022;sep;248912717;122474244;126438473;-28191344;12;1299;1800;Perdida
Zona Bogota;Bogota Ciudad Salitre;2022;oct;251466320;106391917;145074403;-22907303;11;1225;1800;Perdida
Zona Bogota;Bogota Ciudad Salitre;2022;nov;289664916;119590908;170074008;12938376;11;1456;1800;Baja
Zona Bogota;Bogota Ciudad Salitre;2022;dic;365851866;156541376;209310490;50302602;12;1781;1800;Baja
Zona Bogota;Bogota Ciudad Salitre;2023;ene;263490877;114737066;148753811;-5953261;10;1229;1640;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;feb;215248857;102436274;112812583;504135;12;1040;1960;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;mar;251076783;115498191;135578592;7920761;11;1249;1800;Baja
Zona Bogota;Bogota Ciudad Salitre;2023;abr;225109938;111022028;114087910;2043539;10;898;1600;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;may;263019904;125466478;137553426;17754585;9;1052;1440;Baja
Zona Bogota;Bogota Ciudad Salitre;2023;jun;277537226;115364679;162172547;13715398;9;1090;1440;Baja
Zona Bogota;Bogota Ciudad Salitre;2023;jul;236977164;139328417;97648747;-45663133;11;1028;1600;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;ago;304589979;139521920;165068059;4933259;11;1250;1600;Baja
Zona Bogota;Bogota Ciudad Salitre;2023;sep;233022092;105383125;127638967;-32190642;11;943;1600;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;oct;262274216;130094098;132180118;-42394597;11;1160;1600;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;nov;277880225;125427022;152453203;-43457508;11;1213;1600;Perdida
Zona Bogota;Bogota Ciudad Salitre;2023;dic;380728921;198450135;182278786;2373480;10;1440;1440;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;ene;271123241;130666057;140457184;-46693103;10;1034;1440;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;feb;276069685;133843069;142226616;-56116109;12;1159;1760;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;mar;258715513;139901931;118813582;-73908664;11;1022;1600;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;abr;292126383;153514261;138612122;-56930087;8;1033;1120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;may;270173077;116853635;153319442;-13860059;8;1016;1120;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;jun;305599172;125913906;179685266;-18426445;7;1076;1280;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;jul;267531382;118660638;148870744;-21244166;7;989;1280;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;ago;267556914;122868512;144688402;-48959346;8;1119;1280;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;sep;265073043;122968401;142104642;-44385449;9;1026;1440;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;oct;331171003;137287484;193883519;25114778;9;1276;1440;Baja
Zona Bogota;Bogota Ciudad Salitre;2024;nov;264715383;111328996;153386387;-31922706;10;1016;1440;Perdida
Zona Bogota;Bogota Ciudad Salitre;2024;dic;356815613;141340847;215474766;-26220867;10;1418;1440;Perdida
Zona Bogota;Bogota Colision;2021;ene;465897852;260854455;205043397;8824087;45;4988;6760;Baja
Zona Bogota;Bogota Colision;2021;feb;559064006;279913618;279150388;64248673;46;5855;6920;Baja
Zona Bogota;Bogota Colision;2021;mar;600701069;334635472;266065597;51328023;46;6353;6560;Baja
Zona Bogota;Bogota Colision;2021;abr;478688061;297863170;180824891;-36252816;43;5426;6560;Perdida
Zona Bogota;Bogota Colision;2021;may;513672671;335274467;178398204;-61557678;43;5539;6560;Perdida
Zona Bogota;Bogota Colision;2021;jun;488110994;327419958;160691036;-23108486;43;5383;6560;Perdida
Zona Bogota;Bogota Colision;2021;jul;543264959;353839479;189425480;-14991070;45;5817;6400;Perdida
Zona Bogota;Bogota Colision;2021;ago;613912657;364875683;249036974;53073583;47;6691;6760;Baja
Zona Bogota;Bogota Colision;2021;sep;883813948;432057856;451756092;225247143;48;9072;6920;Media
Zona Bogota;Bogota Colision;2021;oct;865859823;506521886;359337937;87126986;47;8889;6720;Baja
Zona Bogota;Bogota Colision;2021;nov;871160893;446714234;424446659;213500579;47;9140;6720;Media
Zona Bogota;Bogota Colision;2021;dic;701093598;425942608;275150990;82549930;45;7207;6560;Baja
Zona Bogota;Bogota Colision;2022;ene;830962691;384355191;446607500;200159717;46;8858;6720;Media
Zona Bogota;Bogota Colision;2022;feb;880326989;438592275;441734714;183538899;45;9061;6560;Baja
Zona Bogota;Bogota Colision;2022;mar;704572292;458746794;245825498;6722988;46;7415;6520;Perdida
Zona Bogota;Bogota Colision;2022;abr;659509496;377391870;282117626;55562065;42;6540;6320;Baja
