Zona,Sede,Año,Mes,Ingresos,Costo_mat_prima,Costo_M.Obra,Utilidad_Bruta,Gastos_operativos,Gastos_personal,Ut_Operacional,Empl_Admon,Empl_Operativo,Ordenes,Hrs_Ejecutadas,Capac_Hrs,Mg_Bruto,Mg_Operacional
Zona Antioquia,Medellín Alistamiento,2021,ene,130985262,24585616,51162101,55237545,13907989,9061363,32268193,0,11,297,725,1120,0.421708092624955,0.24634979926214906
Zona Antioquia,Medellín Alistamiento,2021,feb,153990095,21756687,39088742,93144666,10265877,5423510,77455279,1,10,342,924,960,0.6048743979279966,0.5029887084620605
Zona Antioquia,Medellín Alistamiento,2021,mar,202392276,36939018,45901516,119551742,9733295,7306372,102512075,1,10,592,1084,960,0.5906932041220783,0.5065019131461321
Zona Antioquia,Medellín Alistamiento,2021,abr,143886122,32593098,39657415,71635609,4947858,4225194,62462557,1,10,426,752,960,0.49786322686492307,0.4341110604120667
Zona Antioquia,Medellín Alistamiento,2021,may,110708724,25521746,38377297,46809681,9857018,4218552,32734111,1,10,297,544,960,0.42281835892174136,0.2956777913906767
Zona Antioquia,Medellín Alistamiento,2021,jun,171542134,37371620,53597193,80573321,10738429,7699530,62135362,1,12,496,860,960,0.469699887259185,0.36221632873006
Zona Antioquia,Medellín Alistamiento,2021,jul,196665613,44441223,50885524,101338866,12210497,6801620,82326749,1,12,453,958,960,0.5152851301971128,0.4186128309070483
Zona Antioquia,Medellín Alistamiento,2021,ago,194389471,40091091,52465596,101832784,10800593,5021276,86010915,1,13,458,1005,1120,0.523859566447403,0.44246694307841394
Zona Antioquia,Medellín Alistamiento,2021,sep,238091585,61598418,62984972,113508195,13368152,6805106,93334937,1,12,575,1123,1120,0.4767417336484194,0.39201275005162406
Zona Antioquia,Medellín Alistamiento,2021,oct,172459483,35229017,50316060,86914406,13043048,5023374,68847984,1,12,439,859,1120,0.5039700020439004,0.3992125153245415
Zona Antioquia,Medellín Alistamiento,2021,nov,178159892,36727612,48494441,92937839,12615128,504148,79818563,0,11,427,854,960,0.5216541049542172,0.44801645366960596
Zona Antioquia,Medellín Alistamiento,2021,dic,153266562,36697432,38209442,78359688,8930293,-4458719,73888114,0,11,345,707,960,0.5112640812025261,0.4820889373117145
Zona Antioquia,Medellín Alistamiento,2022,ene,68153785,15969853,47027267,5156665,8707934,161780,-3713049,0,11,159,318,960,0.07566219543052524,-0.05448045181936704
Zona Antioquia,Medellín Alistamiento,2022,feb,128016801,31437209,44728267,51851325,10827572,-1011639,42035392,0,11,282,587,800,0.40503531251339425,0.3283584003946482
Zona Antioquia,Medellín Alistamiento,2022,mar,96480781,18474315,43601714,34404752,8350960,4533939,21519853,0,11,210,461,800,0.35659694753092847,0.22304808042546836
Zona Antioquia,Medellín Alistamiento,2022,abr,135706466,24148112,49893590,61664764,10566122,6515878,44582764,1,10,283,677,800,0.4543981272049336,0.32852350602070796
Zona Antioquia,Medellín Alistamiento,2022,may,138842141,25838629,45419002,67584510,9864227,6528001,51192282,1,10,267,672,800,0.4867723121613344,0.36870853208753096
Zona Antioquia,Medellín Alistamiento,2022,jun,137241577,31029044,47242245,58970288,10458269,5807811,42704208,1,10,250,566,800,0.4296823840781136,0.31116086636049073
Zona Antioquia,Medellín Alistamiento,2022,jul,124137159,28101545,49224685,46810929,10532990,6052184,30225755,1,10,247,542,800,0.37709038435461534,0.24348676289587068
Zona Antioquia,Medellín Alistamiento,2022,ago,110530573,22078810,40863873,47587890,11200399,5572397,30815094,1,10,230,527,800,0.43054051660439685,0.2787924930055325
Zona Antioquia,Medellín Alistamiento,2022,sep,85936908,20591492,47675285,17670131,10979915,6037769,652447,1,10,166,357,800,0.20561748626096718,0.0075921628457938
Zona Antioquia,Medellín Alistamiento,2022,oct,50392353,11693596,35386535,3312222,8825451,5200937,-10714166,1,10,106,223,800,0.06572866323586835,-0.2126149179817025
Zona Antioquia,Medellín Alistamiento,2022,nov,72499625,18725702,38733753,15040170,9514186,5809465,-283481,1,10,128,289,1600,0.20745169371565714,-0.0039101029832912925
Zona Antioquia,Medellín Alistamiento,2022,dic,64244272,12303152,39563280,12377840,8611379,7302315,-3535854,1,10,125,253,800,0.19266838294937796,-0.05503765378491642
Zona Antioquia,Medellín Alistamiento,2023,ene,48926451,12707175,39809495,-3590219,9428052,2524131,-15542402,1,10,89,176,800,-0.07337991876827527,-0.31766869826711935
Zona Antioquia,Medellín Alistamiento,2023,feb,78099848,21618923,42321212,14159713,11427504,7277624,-4545415,1,10,121,297,800,0.18130269600524704,-0.058200049249775745
Zona Antioquia,Medellín Alistamiento,2023,mar,117394259,31589217,52473197,33331845,10816858,3065019,19449968,1,10,196,404,800,0.2839307925611592,0.16568074253102957
Zona Antioquia,Medellín Alistamiento,2023,abr,136594723,36127614,49049035,51418074,17893435,8128305,25396334,1,9,230,496,800,0.3764279678652008,0.18592470808700273
Zona Antioquia,Medellín Alistamiento,2023,may,133233185,34006259,43569465,55657461,6105128,7011066,42541267,1,9,237,505,800,0.41774473078910485,0.3192993322196718
Zona Antioquia,Medellín Alistamiento,2023,jun,102482970,24534742,41093060,36855168,15039863,7356864,14458441,1,9,176,392,800,0.3596223645743288,0.14108140113425674
Zona Antioquia,Medellín Alistamiento,2023,jul,104751930,23793910,38055220,42902800,6231892,7197479,29473429,1,9,176,405,800,0.409565723514593,0.2813640665140967
Zona Antioquia,Medellín Alistamiento,2023,ago,107044799,22951913,39783726,44309160,15216358,7265363,21827439,1,8,201,437,640,0.413930993508615,0.20390938377118165
Zona Antioquia,Medellín Alistamiento,2023,sep,167583260,41404277,13446210,112732773,11885124,2139964,98707685,1,7,282,628,480,0.67269709993707,0.5890068315892649
Zona Antioquia,Medellín Alistamiento,2023,oct,155996793,39136589,37319680,79540524,11555809,20866784,47117931,0,7,261,537,480,0.5098856359181692,0.30204422856308333
Zona Antioquia,Medellín Alistamiento,2023,nov,133450241,34164698,37555388,61730155,12067324,3875583,45787248,0,7,225,443,480,0.4625705771486767,0.34310352425665536
Zona Antioquia,Medellín Alistamiento,2023,dic,168656138,22244183,30066483,116345472,6433058,1117761,108794653,0,8,244,539,480,0.689838350265082,0.6450678539787268
Zona Antioquia,Medellín Alistamiento,2024,ene,90612364,22080622,39256264,29275478,11339942,472713,17462823,0,8,149,323,480,0.32308480551285473,0.19272009060485387
Zona Antioquia,Medellín Alistamiento,2024,feb,189281647,46339969,51308391,91633287,10210673,767634,80654980,0,9,271,647,640,0.48411078650430384,0.42611093721093835
Zona Antioquia,Medellín Alistamiento,2024,mar,181859179,46180205,47294868,88384106,10962869,439465,76981772,0,9,284,616,640,0.4860029968572551,0.42330429744214343
Zona Antioquia,Medellín Alistamiento,2024,abr,182753168,42942860,33382273,106428035,11413254,962121,94052660,0,9,262,615,640,0.582359453270873,0.5146431168842994
Zona Antioquia,Medellín Alistamiento,2024,may,190434537,44075733,58235529,88123275,13381382,795600,73946293,0,8,256,634,640,0.46274838791453043,0.3883029526309085
Zona Antioquia,Medellín Alistamiento,2024,jun,144062952,28533284,37507455,78022213,10555800,603200,66863213,0,8,185,504,640,0.5415841610686972,0.4641249680903387
Zona Antioquia,Medellín Alistamiento,2024,jul,147873954,30627079,51865317,65381558,11802300,364333,53214925,0,8,226,484,640,0.44214384096336534,0.35986678898164853
Zona Antioquia,Medellín Alistamiento,2024,ago,183560157,42087795,46083083,95389279,12682032,559619,82147628,0,7,281,584,640,0.5196622216879014,0.4475242849133105
Zona Antioquia,Medellín Alistamiento,2024,sep,195645495,44836021,39589996,111219478,11941793,464420,98813265,0,8,259,638,640,0.5684745156028254,0.5050628178277246
Zona Antioquia,Medellín Alistamiento,2024,oct,249241865,58228017,37059221,153954627,15267556,245180,138441891,0,8,316,764,640,0.6176916827355629,0.5554519943910707
Zona Antioquia,Medellín Alistamiento,2024,nov,193227091,43276864,36441757,113508470,13098326,1447063,98963081,0,7,266,643,640,0.587435588936129,0.5121594518027496
Zona Antioquia,Medellín Alistamiento,2024,dic,311779966,54668946,45769997,211341023,28513013,632375,182195635,0,7,392,1030,640,0.6778531209410678,0.5843724897962174
Zona Antioquia,Medellín Colisión,2021,ene,465737862,42846613,212444941,210446308,140766196,98600520,-28920408,16,36,226,5311,5800,0.4518557007503934,-0.06209589204495468
Zona Antioquia,Medellín Colisión,2021,feb,669124001,45485364,224427292,399211345,139810312,95170296,164230737,17,35,293,7602,5640,0.5966178830880108,0.24544140810157547
Zona Antioquia,Medellín Colisión,2021,mar,629451377,57183890,293359129,278908358,142530859,97727881,38649618,15,32,266,7211,5120,0.44309754206797136,0.06140207077503939
Zona Antioquia,Medellín Colisión,2021,abr,364020170,49318211,216030045,98671914,132682791,74982534,-108993411,15,32,155,5542,5120,0.2710616667202809,-0.2994158565444327
Zona Antioquia,Medellín Colisión,2021,may,464654813,44580976,243720377,176353460,147518568,92094731,-63259839,16,32,238,5949,5120,0.37953649691346253,-0.13614372912995093
Zona Antioquia,Medellín Colisión,2021,jun,578128025,53888074,256647619,267592332,153611482,99490807,14490043,18,31,255,6530,5120,0.4628599902244836,0.025063727017904037
Zona Antioquia,Medellín Colisión,2021,jul,520844648,46336390,260683830,213824428,143159510,99190590,-28525672,18,35,261,6081,5760,0.4105339832540624,-0.05476810044902295
Zona Antioquia,Medellín Colisión,2021,ago,620180124,54837582,302306437,263036105,158546587,106519734,-2030216,18,36,257,7470,5920,0.4241285633333196,-0.0032735908834124455
Zona Antioquia,Medellín Colisión,2021,sep,661528648,68450418,429131400,163946830,207889711,104073798,-148016679,19,36,296,7814,5920,0.24783027990648712,-0.2237494618675985
Zona Antioquia,Medellín Colisión,2021,oct,629094107,64490525,281809546,282794036,165054504,104221127,13518405,19,36,256,7387,5760,0.44952580679634313,0.021488684839961473
Zona Antioquia,Medellín Colisión,2021,nov,627530453,52439699,279305359,295785395,211676882,105201948,-21093435,21,36,281,7279,5800,0.4713482725594514,-0.03361340457528362
Zona Antioquia,Medellín Colisión,2021,dic,512858902,69404956,283197028,160256918,140290932,111732950,-91766964,21,36,265,5557,5800,0.3124775983707113,-0.1789321851334463
Zona Antioquia,Medellín Colisión,2022,ene,607647151,74141434,240794704,292711013,176786853,118886035,-2961875,20,38,280,7028,5960,0.48171214580416916,-0.004874333723322271
Zona Antioquia,Medellín Colisión,2022,feb,696818218,75300194,295131343,326386681,168452135,123333146,34601400,20,37,327,7914,6040,0.4683957344525111,0.049656279222022294
Zona Antioquia,Medellín Colisión,2022,mar,741310088,74160048,318529493,348620547,172633177,134714450,41272920,23,39,334,8619,6200,0.4702762752636384,0.05567564864974561
Zona Antioquia,Medellín Colisión,2022,abr,627767148,65569609,287343352,274854187,184424725,121255116,-30825654,22,39,291,7108,6160,0.4378282423278384,-0.049103643123421296
Zona Antioquia,Medellín Colisión,2022,may,777969672,76017563,309896918,392055191,167571451,139608947,84874793,22,39,312,8807,6160,0.5039466255697432,0.10909781711902003
Zona Antioquia,Medellín Colisión,2022,jun,657681627,66506147,347429113,243746367,184399538,131293351,-71946522,22,40,275,7393,6360,0.3706145298779952,-0.1093941491541773
Zona Antioquia,Medellín Colisión,2022,jul,516408298,64378632,326886835,125142831,187868925,124622563,-187348657,23,38,276,5809,5840,0.2423331140972487,-0.3627917245435123
Zona Antioquia,Medellín Colisión,2022,ago,794522823,73268441,286735554,434518828,164036252,142219752,128262824,24,40,301,8464,6160,0.5468928209756411,0.16143378174549933
Zona Antioquia,Medellín Colisión,2022,sep,874671097,78485450,334428367,461757280,177900916,173544170,110312194,21,44,324,8986,6400,0.5279210455035763,0.1261184854265283
Zona Antioquia,Medellín Colisión,2022,oct,599916207,86266873,321362304,192287030,160134256,104917543,-72764769,22,44,267,6254,6400,0.320523145993287,-0.12129155397196996
Zona Antioquia,Medellín Colisión,2022,nov,692210358,69275866,292234418,330700074,176075405,124840938,29783731,28,38,281,7243,6720,0.47774505275461365,0.04302699411498838
Zona Antioquia,Medellín Colisión,2022,dic,605049830,32352970,403000443,169696417,137125279,128439479,-95868341,19,45,286,5664,6600,0.2804668451852966,-0.1584470174960631
Zona Antioquia,Medellín Colisión,2023,ene,766894024,82206859,293427781,391259384,165019029,123420657,102819698,20,48,300,8323,7080,0.5101870294401981,0.13407288984168692
Zona Antioquia,Medellín Colisión,2023,feb,882632050,39543831,380075242,463012977,155557629,123037443,184417905,19,48,315,9146,7080,0.5245821030405592,0.2089408661287566
Zona Antioquia,Medellín Colisión,2023,mar,970400003,76502066,414481007,479416930,198635521,152224437,128556972,22,48,352,9871,6960,0.4940405281511525,0.13247833017576774
Zona Antioquia,Medellín Colisión,2023,abr,642717235,96462101,383681129,162574005,162876877,132934935,-133237807,26,48,289,6363,7120,0.2529479468525533,-0.2073039273639519
Zona Antioquia,Medellín Colisión,2023,may,907800786,84025546,366860841,456914399,180749965,160553523,115610911,27,50,311,8588,7280,0.5033201182974081,0.1273527328715047
Zona Antioquia,Medellín Colisión,2023,jun,876512969,65838125,411617070,399057774,221719472,147823111,29515191,27,50,294,7861,7280,0.455278801470877,0.0336734218932019
Zona Antioquia,Medellín Colisión,2023,jul,813722959,48392244,362978700,402352015,161887671,162756231,77708113,25,48,296,7453,6560,0.4944582312074102,0.09549701423626662
Zona Antioquia,Medellín Colisión,2023,ago,750173250,93855524,368610050,287707676,145830604,160230582,-18353510,26,46,263,6950,6360,0.38352164116755694,-0.024465695091100623
Zona Antioquia,Medellín Colisión,2023,sep,809494721,60965747,340325002,408203972,158320569,105476961,144406442,25,39,302,7424,5440,0.5042700852894135,0.17839083844995204
Zona Antioquia,Medellín Colisión,2023,oct,783176662,94472281,314465808,374238573,174560806,130333113,69344654,25,38,322,7235,5280,0.47784694202238626,0.088542799300115
Zona Antioquia,Medellín Colisión,2023,nov,819556656,77348261,416335778,325872617,163711092,153827606,8333919,24,35,252,7736,5080,0.3976206094042143,0.01016881375922838
Zona Antioquia,Medellín Colisión,2023,dic,504982618,59975763,236006807,209000048,168928295,122487821,-82416068,25,33,225,4343,4920,0.41387572670867656,-0.16320575216313682
Zona Antioquia,Medellín Colisión,2024,ene,826655552,85771520,431682753,309201279,174716520,164886626,-30401867,25,34,249,7697,5120,0.3740388342543909,-0.03677694648810633
Zona Antioquia,Medellín Colisión,2024,feb,852623402,89166331,230534020,532923051,222454310,125986730,184482011,25,36,289,8145,5480,0.6250392022432432,0.21636986571944924
Zona Antioquia,Medellín Colisión,2024,mar,737551428,92433799,293583831,351533798,194525292,167158714,-10150208,22,33,249,6512,5080,0.4766227610096906,-0.013762034232004769
Zona Antioquia,Medellín Colisión,2024,abr,887827379,82854238,416928765,388044376,188190418,96067968,103785990,21,34,295,7845,5280,0.43707187363051575,0.11689883918301645
Zona Antioquia,Medellín Colisión,2024,may,921295942,86161758,359460658,475673526,203502183,155658655,116512688,24,39,300,7781,5840,0.5163091513975213,0.12646608184018246
Zona Antioquia,Medellín Colisión,2024,jun,689076488,90119828,273492169,325464491,191138407,116788512,17537572,27,39,263,5488,5840,0.47231983193134286,0.02545083500222402
Zona Antioquia,Medellín Colisión,2024,jul,1038888473,83550715,481782454,473555304,205628250,219906720,48020334,27,38,326,9032,5680,0.4558288173440923,0.04622279989432514
Zona Antioquia,Medellín Colisión,2024,ago,832405837,86714218,390359300,355332319,177009608,143964080,34358631,26,39,267,6777,5840,0.42687389156306454,0.041276297537543576
Zona Antioquia,Medellín Colisión,2024,sep,850705214,92856048,389164185,368684981,193716133,174810557,158291,24,41,265,7550,6480,0.433387470692051,0.00018607033011555047
Zona Antioquia,Medellín Colisión,2024,oct,956390518,88999114,372985497,494405907,199096349,137358857,157950701,24,41,291,8229,6280,0.5169498209098723,0.16515293494367328
Zona Antioquia,Medellín Colisión,2024,nov,743169158,93293306,377280537,272595315,205975455,123295831,-56675971,23,41,248,6725,6280,0.366801167763208,-0.0762625445228716
Zona Antioquia,Medellín Colisión,2024,dic,754237717,64753372,405035790,284448555,249576369,165286962,-130414776,23,40,248,6445,6080,0.3771338247726479,-0.1729093799746957
Zona Antioquia,Medellín Nutibara,2021,ene,320040525,79004413,58428968,182607144,52477891,46091106,84038147,11,16,726,2097,2380,0.5705750670169035,0.26258595532550133
Zona Antioquia,Medellín Nutibara,2021,feb,367150739,88841129,77212777,201096833,57937826,66934776,76224231,12,18,853,2372,2700,0.5477228060270907,0.20761017997024922
Zona Antioquia,Medellín Nutibara,2021,mar,394170709,94444120,69661450,230065139,64199350,67845794,98019995,12,18,883,2485,2700,0.5836687854956772,0.24867396983574444
Zona Antioquia,Medellín Nutibara,2021,abr,285676561,80767965,61210472,143698124,64901832,56570790,22225502,12,18,675,1834,2700,0.5030098496600146,0.07779952937756066
Zona Antioquia,Medellín Nutibara,2021,may,333379584,95290705,69755189,168333690,59997210,60475869,47860611,12,17,692,2061,2540,0.5049310098125265,0.1435619134973784
Zona Antioquia,Medellín Nutibara,2021,jun,304102573,73967294,67987716,162147563,67057545,70606686,24483332,13,16,681,1962,2540,0.533200233725086,0.08051011130379354
Zona Antioquia,Medellín Nutibara,2021,jul,428522663,112552391,78603179,237367093,58041025,72407742,106918326,13,16,900,2531,2540,0.5539195788111678,0.24950448420040738
Zona Antioquia,Medellín Nutibara,2021,ago,392685660,105332809,75754966,211597885,78745092,72713826,60138967,13,16,876,2470,2540,0.5388480063162989,0.15314785622678453
Zona Antioquia,Medellín Nutibara,2021,sep,396179918,98420522,79548127,218211269,93341095,70973505,53896669,13,16,1007,2572,2540,0.5507883138084753,0.13604089089644367
Zona Antioquia,Medellín Nutibara,2021,oct,420307884,107122672,84039663,229145549,69898727,71655117,87591705,13,16,992,2632,2540,0.5451849887260264,0.2083989102616976
Zona Antioquia,Medellín Nutibara,2021,nov,447925091,120216524,81855755,245852812,81015050,74005114,90832648,14,18,990,2840,2860,0.54887037350627,0.20278535367870248
Zona Antioquia,Medellín Nutibara,2021,dic,465172998,147344881,79388080,238440037,90400938,86685829,61353270,14,18,1013,2803,2860,0.5125835721874811,0.13189344666132147
Zona Antioquia,Medellín Nutibara,2022,ene,389650528,116214967,79276861,194158700,71923650,63932421,58302629,14,19,920,2352,3020,0.4982893286365571,0.14962799947752156
Zona Antioquia,Medellín Nutibara,2022,feb,408038435,103772811,84337705,219927919,85543531,70197573,64186815,13,19,1047,2784,3020,0.5389882426149389,0.15730580625327611
Zona Antioquia,Medellín Nutibara,2022,mar,486808342,133416458,94822836,258569048,58114977,74407202,126046869,13,18,1092,2966,2860,0.5311516374959737,0.2589250391276163
Zona Antioquia,Medellín Nutibara,2022,abr,366758119,98331889,76469182,191957048,65800846,67776194,58380008,13,18,864,2238,2860,0.5233886805925079,0.159178502057919
Zona Antioquia,Medellín Nutibara,2022,may,436345666,125832944,106931111,203581611,62166142,73820603,67594866,13,18,924,2522,2950,0.46656040580451186,0.15491128081927596
Zona Antioquia,Medellín Nutibara,2022,jun,419346634,103698396,98681877,216966361,86529204,73404724,57032433,15,18,877,2551,2950,0.5173914451880398,0.13600307806453027
Zona Antioquia,Medellín Nutibara,2022,jul,348652595,100976217,88420676,159255702,62576014,70988719,25690969,14,19,633,2168,2950,0.45677475023525926,0.07368644137009793
Zona Antioquia,Medellín Nutibara,2022,ago,377381885,115942739,92212798,169226348,72376530,70398405,26451413,14,20,587,1940,2950,0.4484220221646304,0.07009189908519324
Zona Antioquia,Medellín Nutibara,2022,sep,365031086,106278383,96636677,162116026,63564474,71276139,27275413,14,20,573,1912,2950,0.4441156718362337,0.07472079514893698
Zona Antioquia,Medellín Nutibara,2022,oct,362027359,88104046,94992851,178930462,49742561,71365548,57822353,15,20,551,1640,2950,0.49424569042031985,0.15971818582915442
Zona Antioquia,Medellín Nutibara,2022,nov,335482167,96338474,90455906,148687787,67571090,74005718,7110979,16,18,565,1687,2950,0.4432062315848818,0.021196295062682124
Zona Antioquia,Medellín Nutibara,2022,dic,459605584,129315650,97115256,233174678,68765462,106328628,58080588,14,21,709,2341,2950,0.5073364774436683,0.1263705011904294
Zona Antioquia,Medellín Nutibara,2023,ene,378411826,88745212,101363656,188302958,66306805,70679159,51316994,15,20,600,1735,2950,0.4976138298595351,0.1356114964546589
Zona Antioquia,Medellín Nutibara,2023,feb,330799993,90531589,89505909,150762495,68885687,78317684,3559124,13,20,496,1570,2950,0.45575120371904,0.010759141702883893
Zona Antioquia,Medellín Nutibara,2023,mar,397108022,115290705,109821880,171995437,109413083,92605361,-30023007,14,21,580,1826,3110,0.43312002646977504,-0.07560413121042416
Zona Antioquia,Medellín Nutibara,2023,abr,314340914,83678216,93129376,137533322,86138515,90656537,-39261730,15,20,462,1513,2950,0.4375291789092399,-0.12490174918814419
Zona Antioquia,Medellín Nutibara,2023,may,446260216,140397279,115947830,189915107,76289672,105970246,7655189,15,19,543,2001,2790,0.4255703291283308,0.017154092445471322
Zona Antioquia,Medellín Nutibara,2023,jun,353815621,98769864,98647874,156397883,104617380,93626892,-41846389,16,18,470,1583,2790,0.44203215945629487,-0.11827173961886776
Zona Antioquia,Medellín Nutibara,2023,jul,331499091,105190857,72649480,153658754,73850677,80850012,-1041935,16,17,453,1537,2630,0.46352692412058527,-0.0031431006246710946
Zona Antioquia,Medellín Nutibara,2023,ago,445949612,132285688,89222867,224441057,76404052,85413029,62623976,15,16,532,2029,2310,0.5032879297583064,0.14042836749906176
Zona Antioquia,Medellín Nutibara,2023,sep,297250563,103681911,33862431,159706221,89245954,55758530,14701737,15,16,363,1211,2310,0.5372781110594566,0.04945907200855327
Zona Antioquia,Medellín Nutibara,2023,oct,379404908,123347602,74404944,181652362,84232794,97548857,-129289,15,16,460,1624,2310,0.4787823198112134,-0.0003407678637620576
Zona Antioquia,Medellín Nutibara,2023,nov,313511969,98765449,70941983,143804537,75900078,78096793,-10192334,13,15,426,1323,2150,0.45868914497487656,-0.032510191022403996
Zona Antioquia,Medellín Nutibara,2023,dic,465610133,136768814,72031453,256809866,66881172,77018730,112909964,13,15,552,1939,2150,0.5515555779367027,0.2424989406319471
Zona Antioquia,Medellín Nutibara,2024,ene,383806075,109312264,74447717,200046094,69411743,74170114,56464237,13,14,450,1680,2150,0.5212165909567742,0.14711657964246658
Zona Antioquia,Medellín Nutibara,2024,feb,414034043,123623976,100802528,189607539,83827154,94240312,11540073,15,15,466,1706,2470,0.4579515675236396,0.02787228054095059
Zona Antioquia,Medellín Nutibara,2024,mar,299274463,88976028,77570942,132727493,73484813,81594101,-22351421,14,15,381,1289,2470,0.44349755628832255,-0.07468535997339673
Zona Antioquia,Medellín Nutibara,2024,abr,355528469,103395000,78706171,173427298,88803420,75101243,9522635,13,14,432,1425,2310,0.48780143679576893,0.026784451402118235
Zona Antioquia,Medellín Nutibara,2024,may,374327034,107405509,86053674,180867851,78544059,68351505,33972287,13,14,451,1522,2310,0.4831813750326139,0.09075563321456499
Zona Antioquia,Medellín Nutibara,2024,jun,367990277,82603749,86480726,198905802,76237182,83968795,38699825,14,14,385,1258,2310,0.5405191779020836,0.10516534652897908
Zona Antioquia,Medellín Nutibara,2024,jul,357281397,110197562,87334862,159748973,68124686,85923907,5700380,15,14,450,1439,2310,0.4471236799379174,0.015954874918942392
Zona Antioquia,Medellín Nutibara,2024,ago,407295398,128399075,94700634,184195689,66034100,87693176,30468413,14,14,481,1680,2310,0.45224102679402234,0.07480667139774558
Zona Antioquia,Medellín Nutibara,2024,sep,370511184,108294413,88229461,173987310,61830581,91254747,20901982,13,16,456,1538,2470,0.46958720144868826,0.05641390301459834
Zona Antioquia,Medellín Nutibara,2024,oct,420848944,121412373,81969094,217467477,83089971,62891291,71486215,13,16,502,1784,2470,0.5167352326776897,0.1698619326938361
Zona Antioquia,Medellín Nutibara,2024,nov,365383435,95451935,92552888,177378612,82646427,99794336,-5062151,13,16,393,1536,2470,0.4854588221822371,-0.013854352756851169
Zona Antioquia,Medellín Nutibara,2024,dic,485079355,148954240,100178202,235946913,101636559,106355544,27954810,13,16,534,1987,2470,0.4864088948910225,0.057629354273384815
Zona Antioquia,Medellín Poblado,2021,ene,171821985,27802147,40658198,103361640,40046139,21980252,41335249,5,11,414,1031,1370,0.601562367004432,0.24057019827817727
Zona Antioquia,Medellín Poblado,2021,feb,177322922,29233718,42729776,105359428,54313752,20725721,30319955,5,12,408,1068,1530,0.594166996639047,0.17098722859980844
Zona Antioquia,Medellín Poblado,2021,mar,212408357,34564432,58100107,119743818,48738681,26011999,44993138,5,12,505,1281,1530,0.5637434406594464,0.2118237654839541
Zona Antioquia,Medellín Poblado,2021,abr,127499740,29422851,46516369,51560520,58958347,21642720,-29040547,5,12,279,709,1530,0.40439705994694575,-0.22776946054948818
Zona Antioquia,Medellín Poblado,2021,may,137638458,27614447,40172892,69851119,52160138,19809227,-2118246,5,11,321,808,1530,0.507497105205872,-0.015389928300417315
Zona Antioquia,Medellín Poblado,2021,jun,173087396,31271069,43402913,98413414,49272417,24566073,24574924,5,8,431,1059,1370,0.5685764317582085,0.14197985854498615
Zona Antioquia,Medellín Poblado,2021,jul,194887624,31296949,49238204,114352471,54966550,23992727,35393194,5,8,500,1126,1370,0.5867610710878183,0.18160821746177172
Zona Antioquia,Medellín Poblado,2021,ago,226152839,46260835,49695378,130196626,65133917,23650682,41412027,5,9,471,1272,1530,0.5757019304984272,0.18311522058761331
Zona Antioquia,Medellín Poblado,2021,sep,226136924,53016186,52339716,120781022,58190635,26502824,36087563,5,9,439,1256,1530,0.5341057084512213,0.15958279772126024
Zona Antioquia,Medellín Poblado,2021,oct,196249672,31392401,43905421,120951850,44466478,28366386,48118986,5,8,445,1175,1370,0.6163161893080769,0.24519269515008413
Zona Antioquia,Medellín Poblado,2021,nov,236494047,41199156,44765916,150528975,58038959,28495308,63994708,5,9,496,1444,1530,0.6365021737735327,0.27059754277874065
Zona Antioquia,Medellín Poblado,2021,dic,246206087,41495163,52650335,152060589,60936384,32958591,58165614,4,9,537,1456,1530,0.6176150673317837,0.23624766840147213
Zona Antioquia,Medellín Poblado,2022,ene,195371340,38576094,50469117,106326129,62348374,23833664,20144091,4,10,463,1108,1530,0.5442258265721063,0.10310668391791754
Zona Antioquia,Medellín Poblado,2022,feb,185761446,37557001,48844349,99360096,70401111,16645967,12313018,5,10,451,1079,1530,0.5348800740924465,0.06628403398625568
Zona Antioquia,Medellín Poblado,2022,mar,255409956,43614732,54502667,157292557,51906446,28793341,76592770,5,10,507,1443,1530,0.6158434834075145,0.29988169294387257
Zona Antioquia,Medellín Poblado,2022,abr,203138182,40357320,48060059,114720803,63460973,55126881,-3867051,5,9,456,1092,1530,0.5647426883046536,-0.019036554142243922
Zona Antioquia,Medellín Poblado,2022,may,193899066,36883903,45419841,111595322,67585811,23993306,20016205,5,9,444,1069,1440,0.5755330559457156,0.1032300227789648
Zona Antioquia,Medellín Poblado,2022,jun,190644029,39322721,42595297,108726011,67301161,25338223,16086627,5,9,408,1047,1440,0.5703090286661955,0.08438043973567093
Zona Antioquia,Medellín Poblado,2022,jul,216535371,54139466,48460871,113935034,65103774,26249695,22581565,4,9,472,1116,1440,0.5261728533025674,0.10428580280309031
Zona Antioquia,Medellín Poblado,2022,ago,225414726,55446129,47508309,122460288,73967070,27646948,20846270,4,9,463,1098,1440,0.5432665832133788,0.09247962797248659
Zona Antioquia,Medellín Poblado,2022,sep,223145833,59010339,42239423,121896071,59261241,25225500,37409330,4,8,458,1115,1280,0.5462619192176446,0.1676452098480369
Zona Antioquia,Medellín Poblado,2022,oct,224961175,63291309,28855272,132814594,50510671,25769177,56534746,5,8,430,1055,1280,0.5903889593393171,0.25130890252506904
Zona Antioquia,Medellín Poblado,2022,nov,234461102,62387097,31362672,140711333,57720605,35598828,47391900,6,8,457,1138,1280,0.6001478786873569,0.20213118336362676
